timestamp,subject,activity,label,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,euler_x,euler_y,euler_z,linear_x,linear_y,linear_z
0,3,Running,Negative,0.21,5.33,7.79,81.19,-8.25,-16.50,315.56,3.50,-35.13,-0.39,-0.33,-0.26
21,3,Running,Negative,0.15,5.57,7.55,83.44,-12.50,-15.38,315.88,3.50,-36.75,-0.45,-0.16,-0.35
43,3,Running,Negative,0.14,6.28,7.29,83.81,-16.00,-14.31,316.38,3.56,-39.25,-0.39,0.19,-0.42
63,3,Running,Negative,0.15,6.61,7.17,79.81,-17.81,-11.88,316.69,3.69,-40.75,-0.28,0.23,-0.46
83,3,Running,Negative,0.27,6.38,7.21,73.81,-19.69,-8.69,316.94,3.88,-42.19,-0.17,-0.36,-0.04
103,3,Running,Negative,0.57,6.29,6.83,74.31,-20.37,-7.00,317.13,4.13,-43.69,-0.10,-0.33,-0.33
124,3,Running,Negative,0.53,6.97,6.49,79.69,-20.81,-4.88,317.31,4.31,-45.25,-0.27,0.47,-0.46
143,3,Running,Negative,0.47,7.99,6.32,80.44,-20.87,-0.69,317.38,4.63,-46.81,-0.27,1.69,-0.61
164,3,Running,Negative,0.70,9.04,5.99,65.12,-19.19,4.25,317.38,4.94,-47.94,-0.11,1.77,-0.64
184,3,Running,Negative,1.25,8.91,5.77,38.06,-16.06,9.69,317.25,5.31,-48.56,0.47,1.44,-0.58
204,3,Running,Negative,1.47,8.52,6.01,12.44,-10.00,15.25,317.00,5.63,-48.69,0.51,0.92,-0.42
224,3,Running,Negative,1.19,7.84,6.33,-7.56,-3.81,19.25,316.69,5.94,-48.50,0.20,0.30,-0.11
245,3,Running,Negative,1.06,7.40,6.27,-16.31,-1.25,21.31,316.25,6.31,-48.13,-0.29,-0.29,-0.16
264,3,Running,Negative,0.70,6.80,6.24,-15.94,0.00,20.31,315.94,6.56,-47.81,-0.48,-0.48,-0.16
284,3,Running,Negative,0.62,6.67,6.32,-9.00,-0.63,14.94,315.69,6.75,-47.69,-0.58,-0.07,-0.03
304,3,Running,Negative,0.21,7.18,6.29,2.56,-2.06,10.44,315.50,6.94,-47.81,-1.21,0.02,0.23
324,3,Running,Negative,0.24,7.50,6.65,11.44,-2.88,6.19,315.38,7.06,-48.06,-0.94,0.24,-0.08
344,3,Running,Negative,0.54,7.48,6.15,21.62,-3.75,10.50,315.13,7.31,-48.50,-0.88,-0.14,-0.29
364,3,Running,Negative,0.92,7.96,5.47,29.44,-4.06,13.75,314.88,7.56,-49.13,-0.31,0.64,-0.89
385,3,Running,Negative,1.10,7.50,5.39,25.50,-0.19,15.13,314.44,7.81,-49.56,0.00,0.07,-1.29
404,3,Running,Negative,1.32,7.54,4.87,20.62,3.69,23.31,313.94,8.06,-49.88,-0.21,0.48,-1.45
425,3,Running,Negative,1.02,7.93,4.87,11.44,12.31,26.06,313.25,8.31,-49.94,-0.59,0.39,-1.53
444,3,Running,Negative,0.67,7.63,4.73,-4.50,18.25,31.56,312.44,8.56,-49.63,-0.89,-0.03,-1.48
465,3,Running,Negative,0.55,7.07,4.74,-19.87,25.00,31.37,311.69,8.63,-49.06,-0.87,-0.77,-1.40
485,3,Running,Negative,0.64,6.26,4.89,-26.37,30.06,26.25,311.00,8.63,-48.50,-1.05,-1.01,-1.44
505,3,Running,Negative,0.19,6.23,5.18,-22.94,35.81,18.75,310.38,8.38,-47.94,-0.98,-0.59,-1.40
525,3,Running,Negative,0.48,6.58,5.20,-11.50,38.63,12.25,309.81,8.00,-47.69,-0.84,-0.57,-1.13
546,3,Running,Negative,0.40,6.67,5.48,-3.00,44.69,8.00,309.31,7.50,-47.50,-0.93,-0.59,-0.85
565,3,Running,Negative,0.35,6.68,5.65,4.50,51.06,2.75,308.81,6.81,-47.56,-0.82,-0.43,-0.76
586,3,Running,Negative,0.42,7.15,5.87,12.13,57.38,-4.00,308.44,6.00,-47.75,-0.76,0.21,-0.60
605,3,Running,Negative,0.14,7.65,6.06,14.56,63.38,-8.19,308.00,5.00,-47.94,-0.95,0.62,-0.42
625,3,Running,Negative,-0.44,7.96,6.13,8.13,67.81,-9.63,307.63,4.00,-47.94,-1.22,0.57,-0.32
645,3,Running,Negative,-0.61,7.63,6.41,-3.63,70.00,-9.31,307.19,2.94,-47.81,-1.16,0.27,0.08
665,3,Running,Negative,-0.71,7.48,6.74,-11.19,68.81,-8.88,306.75,1.94,-47.50,-1.15,0.16,0.25
686,3,Running,Negative,-0.84,7.31,6.93,-17.87,65.31,-7.19,306.38,1.00,-47.13,-1.13,-0.13,0.41
705,3,Running,Negative,-0.99,6.92,7.11,-21.25,60.06,-5.69,306.00,0.19,-46.69,-1.04,-0.27,0.45
726,3,Running,Negative,-1.04,6.83,7.29,-20.00,53.69,-4.81,305.63,-0.56,-46.31,-0.93,-0.20,0.62
745,3,Running,Negative,-1.00,6.90,7.51,-16.87,47.38,-3.94,305.31,-1.19,-46.00,-0.74,-0.17,0.85
766,3,Running,Negative,-0.89,6.85,7.71,-13.44,41.31,-2.31,305.06,-1.75,-45.81,-0.58,-0.15,0.86
786,3,Running,Negative,-0.88,6.89,7.70,-8.44,35.94,-1.06,304.75,-2.25,-45.69,-0.72,-0.14,0.85
806,3,Running,Negative,-1.10,7.14,7.62,-5.19,31.44,-0.44,304.56,-2.75,-45.56,-0.68,0.23,0.82
826,3,Running,Negative,-1.17,7.28,7.71,-4.25,28.37,-0.12,304.31,-3.13,-45.50,-0.30,0.39,0.98
846,3,Running,Negative,-0.75,7.39,7.95,-4.19,24.25,1.56,304.06,-3.38,-45.44,-0.07,0.49,1.09
866,3,Running,Negative,-0.73,7.68,8.06,-3.44,21.50,1.75,303.88,-3.63,-45.38,-0.14,1.00,1.25
887,3,Running,Negative,-0.75,8.41,7.77,-4.88,16.31,2.00,303.69,-3.81,-45.25,-0.09,1.33,1.20
906,3,Running,Negative,-0.81,8.53,7.55,-15.75,12.38,2.25,303.56,-3.94,-44.94,-0.12,1.13,0.95
927,3,Running,Negative,-0.95,7.87,7.82,-29.44,9.06,3.69,303.38,-4.00,-44.31,-0.21,0.84,0.48
946,3,Running,Negative,-1.04,6.81,7.98,-37.81,5.44,4.06,303.25,-4.00,-43.63,-0.39,-0.11,0.68
966,3,Running,Negative,-1.05,6.41,7.88,-35.75,0.12,1.69,303.25,-4.00,-42.94,-0.38,-0.41,0.78
987,3,Running,Negative,-1.08,6.31,7.67,-27.25,-5.13,-2.81,303.31,-3.94,-42.44,-0.28,-0.34,0.38
1006,3,Running,Negative,-1.04,6.11,7.36,-19.25,-10.13,-6.31,303.56,-3.88,-42.06,-0.26,-0.40,0.03
1027,3,Running,Negative,-0.82,6.24,7.20,-10.06,-14.38,-9.00,303.81,-3.75,-41.88,-0.20,-0.23,0.00
1046,3,Running,Negative,-0.86,6.32,7.17,-2.56,-18.06,-11.63,304.19,-3.69,-41.88,-0.17,-0.02,-0.14
1067,3,Running,Negative,-0.74,6.58,7.21,2.06,-20.69,-15.69,304.69,-3.56,-41.88,-0.11,0.16,-0.13
1087,3,Running,Negative,-0.63,6.75,7.07,4.38,-24.56,-19.69,305.31,-3.44,-41.94,0.08,0.29,-0.31
1107,3,Running,Negative,-0.46,6.66,6.86,2.19,-27.44,-22.37,305.94,-3.38,-41.88,0.09,-0.07,-0.31
1127,3,Running,Negative,-0.53,6.57,6.89,1.00,-30.00,-27.12,306.75,-3.31,-41.94,0.04,0.07,-0.25
1148,3,Running,Negative,-0.45,6.80,7.08,5.19,-32.63,-35.00,307.69,-3.25,-42.00,0.25,0.45,-0.15
1167,3,Running,Negative,-0.17,7.39,7.33,10.94,-34.63,-41.63,308.81,-3.31,-42.19,0.49,0.91,0.03
1188,3,Running,Negative,-0.14,7.51,7.45,14.75,-35.44,-42.75,309.88,-3.38,-42.44,0.43,0.85,0.15
1207,3,Running,Negative,-0.12,7.44,7.30,16.19,-36.69,-36.75,310.81,-3.31,-42.69,0.30,0.93,0.17
1228,3,Running,Negative,-0.09,7.63,7.17,13.88,-37.56,-28.00,311.56,-3.06,-42.94,0.60,0.74,-0.24
1248,3,Running,Negative,0.34,7.49,6.61,8.81,-38.88,-17.37,312.19,-2.69,-43.06,0.89,0.49,-0.65
1268,3,Running,Negative,0.56,6.74,6.63,4.38,-35.06,-7.56,312.56,-2.31,-43.13,0.94,0.18,-0.51
1288,3,Running,Negative,0.49,7.00,6.79,2.94,-29.25,-10.63,313.00,-2.06,-43.13,0.81,0.48,-0.23
1307,3,Running,Negative,0.22,7.36,7.11,1.37,-24.19,-11.50,313.38,-1.88,-43.13,0.45,0.86,0.00
1328,3,Running,Negative,0.00,7.55,7.23,-0.06,-20.37,-8.94,313.69,-1.69,-43.13,0.29,0.72,0.07
1347,3,Running,Negative,0.00,7.61,7.24,-2.38,-18.69,-4.63,313.94,-1.50,-43.06,0.19,0.69,-0.27
1368,3,Running,Negative,-0.27,7.35,7.01,-8.88,-15.31,-0.88,314.06,-1.31,-42.81,0.31,0.80,-0.34
1388,3,Running,Negative,0.16,6.91,7.04,-19.44,-12.06,-0.44,314.06,-1.12,-42.31,0.25,-0.17,-0.03
1408,3,Running,Negative,0.12,6.15,6.99,-29.25,-9.44,7.69,314.00,-0.88,-41.75,0.39,-1.05,-0.24
1428,3,Running,Negative,0.26,5.38,7.03,-31.12,-7.56,10.56,313.81,-0.63,-41.19,0.38,-1.20,-0.35
1448,3,Running,Negative,0.11,5.11,6.97,-28.00,-6.56,10.75,313.69,-0.44,-40.63,0.14,-1.49,-0.57
1468,3,Running,Negative,0.14,4.85,6.78,-18.87,-6.44,10.00,313.50,-0.19,-40.31,0.11,-1.52,-0.65
1489,3,Running,Negative,0.02,4.86,6.85,-9.88,-6.06,6.00,313.50,-0.06,-40.19,-0.17,-1.46,-0.50
1508,3,Running,Negative,-0.24,5.05,7.17,-1.06,-5.44,0.44,313.56,0.00,-40.19,-0.34,-1.03,-0.28
1529,3,Running,Negative,-0.42,5.67,7.38,8.50,-6.88,-4.75,313.69,0.00,-40.44,-0.34,-0.53,-0.16
1548,3,Running,Negative,-0.31,6.00,7.35,17.12,-9.19,-6.69,313.88,0.06,-40.75,-0.24,-0.48,-0.05
1569,3,Running,Negative,0.00,5.83,7.64,19.75,-9.13,-5.94,314.13,0.12,-41.13,0.22,-0.49,0.00
1588,3,Running,Negative,0.30,5.96,7.43,20.19,-9.69,-6.19,314.25,0.19,-41.50,0.38,-0.41,0.20
1609,3,Running,Negative,0.50,6.10,7.48,18.19,-8.31,-4.50,314.38,0.25,-41.88,0.40,-0.54,0.36
1629,3,Running,Negative,0.53,6.01,7.60,13.81,-7.38,-1.50,314.50,0.31,-42.13,0.49,-0.58,0.43
1648,3,Running,Negative,0.57,5.96,7.43,12.75,-7.38,2.25,314.44,0.50,-42.31,0.46,-0.45,0.27
1669,3,Running,Negative,0.58,6.20,7.20,14.00,-7.13,6.00,314.31,0.75,-42.56,0.48,-0.48,-0.05
1688,3,Running,Negative,0.57,6.30,7.09,16.31,-5.38,8.75,314.19,0.94,-42.88,0.43,-0.19,-0.31
1709,3,Running,Negative,0.60,6.72,6.88,18.62,-3.13,9.94,314.00,1.12,-43.25,0.35,-0.05,-0.21
1729,3,Running,Negative,0.51,6.75,7.08,17.81,1.31,11.19,313.75,1.25,-43.56,0.37,0.01,0.14
1749,3,Running,Negative,0.63,6.80,7.26,17.06,3.56,10.13,313.56,1.31,-43.94,0.32,0.02,0.00
1769,3,Running,Negative,0.59,6.88,7.18,18.12,5.00,7.81,313.31,1.37,-44.25,0.53,0.34,-0.35
1789,3,Running,Negative,0.71,7.09,7.05,21.44,6.31,6.19,313.19,1.31,-44.69,0.77,0.31,0.07
1809,3,Running,Negative,1.02,7.46,6.77,23.00,9.69,-0.31,313.13,1.12,-45.13,0.39,0.58,0.48
1829,3,Running,Negative,0.28,7.92,7.30,23.75,15.25,-6.00,313.13,0.81,-45.56,-0.14,1.05,0.60
1849,3,Running,Negative,-0.47,8.30,7.61,23.19,18.06,-6.50,313.06,0.50,-46.00,-0.69,1.20,0.69
1870,3,Running,Negative,-0.49,7.93,7.45,19.69,16.69,0.25,312.88,0.31,-46.38,-0.34,0.59,0.37
1889,3,Running,Negative,0.24,7.10,6.85,13.06,15.06,9.44,312.56,0.31,-46.56,0.24,-0.07,0.00
1910,3,Running,Negative,0.36,7.11,6.63,8.81,15.75,15.63,312.13,0.31,-46.75,0.30,0.15,-0.07
1930,3,Running,Negative,0.54,7.61,6.46,5.31,17.50,16.81,311.63,0.31,-46.81,0.46,0.50,-0.30
1950,3,Running,Negative,0.44,7.69,6.40,-4.00,21.81,15.81,311.13,0.19,-46.69,0.07,0.37,-0.17
1970,3,Running,Negative,-0.03,7.48,6.79,-12.00,26.44,12.00,310.69,0.00,-46.44,-0.30,0.34,0.13
1990,3,Running,Negative,-0.66,7.70,7.05,-13.75,28.06,5.63,310.38,-0.25,-46.13,-1.08,0.76,0.38
2010,3,Running,Negative,-1.17,8.02,6.99,-14.06,26.37,-0.37,310.19,-0.63,-45.88,-1.16,1.13,0.14
2030,3,Running,Negative,-1.50,8.38,7.04,-13.06,23.56,-2.63,310.06,-0.94,-45.63,-1.37,1.50,0.08
2050,3,Running,Negative,-1.58,8.45,6.93,-12.44,20.87,-1.56,309.94,-1.25,-45.38,-1.36,1.36,0.01
2070,3,Running,Negative,-1.56,7.85,6.78,-13.75,18.50,2.56,309.69,-1.44,-45.13,-1.27,0.50,-0.11
2091,3,Running,Negative,-1.46,7.02,6.79,-14.69,16.75,7.25,309.44,-1.56,-44.88,-1.20,-0.26,-0.08
2110,3,Running,Negative,-1.23,6.02,6.70,-8.81,13.19,11.63,309.06,-1.56,-44.75,-0.72,-0.52,-0.54
2131,3,Running,Negative,-1.02,6.65,6.24,0.50,9.31,10.38,308.81,-1.50,-44.75,-0.66,-0.74,-0.85
2150,3,Running,Negative,-0.78,6.12,5.93,-2.81,6.69,12.88,308.50,-1.44,-44.69,-0.45,-0.88,-1.08
2171,3,Running,Negative,-0.68,5.85,5.86,-5.50,5.00,11.06,308.25,-1.37,-44.56,-0.28,-1.09,-1.10
2191,3,Running,Negative,-0.48,5.87,5.84,-5.94,2.63,7.56,308.13,-1.31,-44.50,-0.19,-0.89,-1.12
2211,3,Running,Negative,-0.48,6.17,6.02,-5.25,1.25,2.94,308.06,-1.31,-44.38,-0.26,-0.52,-0.99
2231,3,Running,Negative,-0.57,6.45,6.00,-4.94,-1.31,-0.94,308.13,-1.31,-44.25,-0.34,-0.36,-0.96
2251,3,Running,Negative,-0.60,6.58,6.02,-4.56,-3.63,-4.50,308.25,-1.31,-44.19,-0.39,-0.22,-0.93
2271,3,Running,Negative,-0.62,6.74,6.10,-2.19,-6.19,-8.50,308.50,-1.31,-44.19,-0.39,0.08,-0.95
2290,3,Running,Negative,-0.71,7.30,6.22,2.31,-8.25,-12.75,308.81,-1.37,-44.19,-0.52,0.73,-0.70
2311,3,Running,Negative,-0.82,7.78,6.40,5.25,-9.50,-15.94,309.25,-1.50,-44.31,-0.59,1.23,-0.55
2331,3,Running,Negative,-0.84,8.04,6.49,5.06,-10.06,-17.19,309.63,-1.56,-44.38,-0.59,1.05,-0.48
2351,3,Running,Negative,-0.84,7.71,6.56,2.44,-9.81,-17.44,310.06,-1.69,-44.44,-0.50,0.43,-0.37
2371,3,Running,Negative,-0.73,7.09,6.63,3.69,-9.75,-18.75,310.50,-1.81,-44.50,-0.36,0.11,-0.31
2391,3,Running,Negative,-0.60,7.01,6.74,8.19,-10.50,-20.44,311.00,-1.94,-44.69,-0.29,0.21,-0.20
2411,3,Running,Negative,-0.59,7.13,6.74,12.38,-11.56,-20.31,311.50,-2.06,-44.88,-0.21,0.26,-0.16
2432,3,Running,Negative,-0.43,7.34,6.79,12.88,-12.31,-19.81,312.00,-2.19,-45.19,-0.08,0.42,-0.06
2451,3,Running,Negative,-0.50,7.39,6.92,9.94,-12.56,-20.69,312.50,-2.31,-45.31,-0.17,0.39,0.15
2472,3,Running,Negative,-0.66,7.29,7.13,6.06,-13.06,-22.37,313.06,-2.44,-45.44,-0.25,0.33,0.27
2491,3,Running,Negative,-0.70,7.30,7.21,5.00,-15.06,-23.94,313.69,-2.56,-45.50,-0.24,0.60,0.30
2512,3,Running,Negative,-0.68,7.80,7.13,4.56,-16.25,-25.62,314.31,-2.69,-45.56,-0.21,0.98,0.29
2532,3,Running,Negative,-0.74,8.18,7.16,3.13,-16.56,-25.56,314.94,-2.81,-45.56,-0.38,1.51,0.43
2552,3,Running,Negative,-1.00,8.53,7.32,-3.50,-16.37,-21.94,315.44,-2.88,-45.44,-0.63,1.51,0.61
2572,3,Running,Negative,-1.22,8.39,7.47,-13.38,-16.37,-15.06,315.81,-2.81,-45.13,-0.93,0.88,0.52
2593,3,Running,Negative,-1.38,7.34,7.34,-21.37,-17.75,-6.38,316.06,-2.63,-44.69,-0.86,-0.11,0.33
2612,3,Running,Negative,-1.02,5.60,7.39,-25.31,-19.87,0.37,316.19,-2.31,-44.19,-0.52,-1.60,0.24
2633,3,Running,Negative,-0.80,4.90,7.26,-20.50,-23.44,1.44,316.38,-2.00,-43.81,-0.37,-2.04,0.22
2652,3,Running,Negative,-0.36,4.84,6.96,-9.69,-25.94,-2.13,316.63,-1.69,-43.63,-0.01,-1.75,-0.15
2672,3,Running,Negative,-0.25,5.33,6.86,0.56,-26.19,-8.69,317.00,-1.44,-43.69,-0.04,-0.71,-0.22
2692,3,Running,Negative,-0.37,6.41,6.98,6.19,-23.06,-15.94,317.56,-1.37,-43.81,-0.22,0.00,0.10
2712,3,Running,Negative,-0.60,7.18,7.35,5.31,-18.31,-21.75,318.13,-1.44,-43.88,-0.46,1.09,0.48
2733,3,Running,Negative,-0.82,8.11,7.71,0.25,-15.06,-23.12,318.69,-1.56,-43.81,-0.50,1.33,0.70
2752,3,Running,Negative,-0.79,8.09,7.76,-9.94,-11.38,-21.19,319.13,-1.69,-43.56,-0.24,1.01,0.62
2773,3,Running,Negative,-0.54,7.48,7.64,-17.37,-9.13,-15.56,319.44,-1.75,-43.19,-0.19,0.38,0.50
2792,3,Running,Negative,-0.36,6.39,7.60,-19.00,-7.44,-10.31,319.69,-1.75,-42.81,0.00,-0.58,0.36
2813,3,Running,Negative,-0.33,5.85,7.56,-13.19,-6.81,-6.06,319.88,-1.69,-42.63,-0.01,-0.91,0.33
2833,3,Running,Negative,-0.18,5.58,7.43,-3.88,-7.63,-3.44,319.94,-1.63,-42.56,0.14,-1.07,0.14
2853,3,Running,Negative,-0.03,5.46,7.29,0.94,-8.56,-2.94,320.13,-1.56,-42.56,0.36,-1.22,-0.18
2873,3,Running,Negative,0.15,5.65,6.93,3.19,-8.88,-5.63,320.31,-1.50,-42.63,0.41,-0.77,-0.29
2893,3,Running,Negative,0.06,5.94,6.86,2.00,-8.25,-9.19,320.56,-1.56,-42.69,0.39,-0.30,-0.29
2913,3,Running,Negative,0.09,6.40,7.10,-1.06,-6.69,-10.94,320.81,-1.63,-42.63,0.32,-0.07,0.01
2933,3,Running,Negative,0.07,6.60,7.08,-7.06,-5.13,-9.81,321.00,-1.69,-42.44,0.29,-0.40,0.06
2953,3,Running,Negative,0.20,6.15,7.10,-13.38,-2.25,-8.94,321.19,-1.75,-42.19,0.60,-0.54,-0.24
2974,3,Running,Negative,0.27,5.60,7.10,-14.38,-0.37,-6.69,321.31,-1.88,-41.88,0.70,-0.94,-0.19
2993,3,Running,Negative,0.38,5.64,7.03,-10.31,2.38,-6.25,321.38,-1.94,-41.69,0.70,-0.82,-0.11
3013,3,Running,Negative,0.32,5.98,7.21,-6.63,4.44,-4.94,321.44,-2.06,-41.63,0.67,-0.46,-0.10
3033,3,Running,Negative,0.17,6.26,7.19,-4.44,6.00,-2.00,321.44,-2.19,-41.50,0.69,-0.01,-0.20
3053,3,Running,Negative,0.31,6.53,7.15,-5.88,6.88,1.00,321.31,-2.25,-41.38,0.63,0.06,-0.15
3074,3,Running,Negative,0.13,6.54,7.25,-9.13,8.50,5.19,321.13,-2.31,-41.19,0.39,-0.11,0.00
3093,3,Running,Negative,-0.07,6.29,7.41,-9.69,9.38,8.88,320.88,-2.31,-41.06,0.26,-0.23,0.09
3114,3,Running,Negative,-0.23,6.22,7.53,-6.56,9.06,11.63,320.56,-2.31,-40.94,-0.01,-0.18,0.21
3133,3,Running,Negative,-0.45,6.21,7.64,-1.56,7.88,13.75,320.25,-2.25,-40.94,-0.07,-0.28,0.30
3154,3,Running,Negative,-0.46,5.53,7.70,1.56,6.06,14.25,319.94,-2.13,-41.00,0.12,-0.80,0.14
3174,3,Running,Negative,-0.08,5.86,7.46,10.81,2.31,13.69,319.69,-2.00,-41.25,0.29,-0.07,0.16
3194,3,Running,Negative,-0.13,5.89,7.43,12.31,3.88,6.38,319.56,-2.00,-41.50,0.31,-0.09,0.08
3214,3,Running,Negative,-0.03,6.78,7.46,13.38,4.00,-0.50,319.56,-2.06,-41.75,0.14,0.28,0.36
3234,3,Running,Negative,-0.77,7.17,7.77,14.56,5.81,-0.94,319.56,-2.19,-42.06,-0.63,1.07,0.58
3254,3,Running,Negative,-1.28,8.27,7.95,14.94,7.25,-4.31,319.56,-2.38,-42.31,-1.16,2.13,0.78
3275,3,Running,Negative,-1.52,8.59,7.96,6.44,8.38,-2.44,319.56,-2.50,-42.38,-1.03,1.56,0.55
3294,3,Running,Negative,-1.30,7.38,7.69,-6.63,8.94,6.00,319.31,-2.50,-42.25,-0.53,-0.52,0.20
3314,3,Running,Negative,-0.77,5.55,7.38,-8.19,8.25,13.44,318.94,-2.44,-42.13,-0.12,-1.35,-0.02
3334,3,Running,Negative,-0.19,5.08,6.97,3.44,6.56,19.25,318.56,-2.25,-42.25,0.21,-1.32,-0.36
3354,3,Running,Negative,-0.13,5.59,6.73,15.81,6.50,20.12,318.13,-2.13,-42.63,0.24,-0.76,-0.62
3375,3,Running,Negative,-0.15,6.25,6.45,18.19,9.00,17.31,317.75,-2.06,-43.00,0.11,-0.23,-0.67
3394,3,Running,Negative,-0.40,6.65,6.64,13.06,13.94,12.38,317.38,-2.13,-43.19,-0.30,0.23,-0.32
3415,3,Running,Negative,-1.13,7.70,7.09,8.13,17.94,6.13,317.19,-2.31,-43.38,-0.91,1.33,0.14
3434,3,Running,Negative,-1.41,8.43,7.30,0.81,18.37,2.81,316.94,-2.50,-43.31,-0.92,1.76,-0.06
3455,3,Running,Negative,-1.26,8.25,7.08,-10.38,16.69,3.56,316.75,-2.69,-43.06,-0.58,1.31,-0.30
3475,3,Running,Negative,-0.90,7.65,6.81,-19.06,14.50,4.44,316.56,-2.81,-42.69,-0.36,0.30,-0.13
3495,3,Running,Negative,-0.86,6.60,7.13,-18.50,12.75,4.56,316.38,-2.94,-42.44,-0.30,-0.33,-0.01
3515,3,Running,Negative,-0.65,5.89,7.15,-6.69,8.44,4.31,316.25,-3.00,-42.38,-0.09,-0.65,-0.07
3535,3,Running,Negative,-0.55,6.20,7.00,9.81,4.75,3.44,316.13,-3.00,-42.63,0.00,-0.14,-0.34
3555,3,Running,Negative,-0.40,6.73,6.64,19.37,1.31,3.38,316.06,-2.94,-43.00,0.11,0.14,-0.61
3575,3,Running,Negative,-0.37,6.84,6.52,17.56,0.25,4.75,316.00,-2.88,-43.31,0.08,0.08,-0.66
3595,3,Running,Negative,-0.45,6.71,6.57,10.81,0.37,6.06,315.88,-2.81,-43.50,-0.02,0.00,-0.53
3616,3,Running,Negative,-0.54,6.62,6.63,4.69,0.00,6.31,315.75,-2.75,-43.56,-0.08,-0.22,-0.50
3635,3,Running,Negative,-0.59,6.49,6.52,0.12,-0.69,5.94,315.63,-2.69,-43.63,-0.15,-0.26,-0.55
3655,3,Running,Negative,-0.66,6.52,6.47,-2.50,-1.37,5.00,315.56,-2.63,-43.56,-0.14,-0.15,-0.66
3675,3,Running,Negative,-0.59,6.72,6.38,-3.31,-2.00,3.88,315.56,-2.56,-43.56,-0.15,0.10,-0.62
3695,3,Running,Negative,-0.65,7.23,6.46,-4.63,-1.50,2.81,315.50,-2.50,-43.50,-0.27,0.57,-0.57
3716,3,Running,Negative,-0.78,7.33,6.62,-6.75,-1.81,3.00,315.44,-2.44,-43.38,-0.39,0.60,-0.40
3735,3,Running,Negative,-0.81,7.05,6.82,-10.44,-2.94,2.38,315.44,-2.38,-43.13,-0.35,0.31,-0.27
3756,3,Running,Negative,-0.76,6.99,6.84,-10.56,-6.06,-0.63,315.50,-2.25,-42.94,-0.34,0.33,-0.32
3776,3,Running,Negative,-0.82,7.15,6.94,-8.00,-9.44,-5.19,315.75,-2.25,-42.88,-0.47,0.58,-0.18
3796,3,Running,Negative,-0.91,7.35,7.10,-5.63,-12.38,-10.19,316.06,-2.25,-42.81,-0.62,0.70,0.32
3816,3,Running,Negative,-1.05,7.37,7.69,-3.44,-14.50,-14.69,316.50,-2.25,-42.75,-0.74,0.79,0.60
3836,3,Running,Negative,-1.23,7.56,7.91,1.25,-16.94,-19.12,317.00,-2.31,-42.75,-0.96,1.14,0.85
3856,3,Running,Negative,-1.41,7.86,8.07,6.06,-20.75,-22.50,317.63,-2.25,-42.88,-1.04,1.19,0.93
3877,3,Running,Negative,-1.42,7.63,8.02,7.50,-25.25,-24.69,318.31,-2.25,-43.00,-1.03,0.68,0.87
3896,3,Running,Negative,-1.40,7.15,8.02,7.75,-29.69,-25.81,319.06,-2.13,-43.13,-1.02,0.15,0.94
3917,3,Running,Negative,-1.12,6.48,7.92,9.00,-34.25,-22.19,319.69,-1.88,-43.25,-0.52,-0.38,0.54
3936,3,Running,Negative,-0.61,6.17,7.45,12.00,-39.38,-12.88,320.25,-1.50,-43.50,-0.09,-0.66,0.23
3957,3,Running,Negative,0.08,6.27,6.96,13.19,-39.94,-3.75,320.56,-0.94,-43.69,0.30,-0.42,-0.23
3977,3,Running,Negative,0.19,6.40,6.75,8.81,-34.31,-0.06,320.81,-0.50,-43.81,0.34,-0.24,-0.33
3996,3,Running,Negative,-0.09,6.57,6.95,0.00,-25.31,-2.19,321.06,-0.25,-43.75,-0.14,-0.26,0.20
4017,3,Running,Negative,-0.40,6.75,7.42,-7.00,-15.88,-9.50,321.38,-0.19,-43.63,-0.53,0.35,0.51
4036,3,Running,Negative,-0.57,7.23,7.44,-6.13,-11.81,-13.44,321.75,-0.19,-43.56,-0.36,0.61,0.23
4057,3,Running,Negative,-0.06,7.22,7.16,-6.56,-10.00,-11.94,322.06,-0.25,-43.38,0.38,0.22,-0.11
4077,3,Running,Negative,0.48,6.89,7.04,-9.13,-6.44,-8.06,322.19,-0.25,-43.19,0.65,-0.21,-0.16
4097,3,Running,Negative,0.38,5.95,7.47,-10.88,-2.25,-3.75,322.31,-0.25,-43.00,0.47,-0.66,0.02
4117,3,Running,Negative,0.35,5.87,7.12,-5.75,-3.13,-0.37,322.31,-0.19,-42.88,0.28,-0.91,0.11
4137,3,Running,Negative,0.21,6.27,7.02,-2.06,-4.44,2.69,322.31,-0.06,-42.81,0.16,-0.34,-0.10
4157,3,Running,Negative,0.00,6.61,7.03,-5.50,-6.75,4.13,322.25,0.00,-42.69,-0.08,0.09,-0.28
4177,3,Running,Negative,-0.02,6.69,6.94,-13.13,-8.63,3.63,322.25,0.19,-42.44,-0.03,-0.05,-0.39
4197,3,Running,Negative,-0.01,6.31,7.06,-20.81,-10.50,3.56,322.25,0.37,-42.00,0.02,-0.57,-0.21
4218,3,Running,Negative,0.20,5.68,7.11,-22.19,-12.31,3.44,322.31,0.63,-41.56,-0.01,-1.17,-0.19
4237,3,Running,Negative,0.17,5.18,7.20,-16.94,-13.13,3.19,322.38,0.88,-41.31,0.34,-1.41,-0.43
