timestamp,subject,activity,label,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,euler_x,euler_y,euler_z,linear_x,linear_y,linear_z
0,4,Running,Negative,0.57,4.32,5.86,-115.00,55.56,-25.25,356.38,-3.31,-34.00,1.14,-1.15,-2.24
19,4,Running,Negative,0.26,4.07,6.01,-108.81,62.88,-27.81,356.44,-4.63,-31.87,1.06,-1.09,-2.28
40,4,Running,Negative,-0.26,3.75,6.14,-107.69,69.12,-30.37,356.56,-6.00,-29.81,0.77,-1.10,-2.31
60,4,Running,Negative,-0.66,3.32,6.00,-105.62,75.81,-33.63,356.69,-7.56,-27.75,0.63,-1.20,-2.59
80,4,Running,Negative,-1.11,1.96,6.15,-99.44,83.56,-39.06,356.88,-9.31,-25.81,0.47,-2.25,-2.55
100,4,Running,Negative,-1.82,0.86,6.31,-83.50,92.81,-45.31,357.19,-11.25,-24.12,0.09,-3.06,-2.46
120,4,Running,Negative,-2.60,0.01,6.41,-54.25,102.25,-54.88,357.69,-13.44,-22.81,-0.32,-3.68,-2.36
140,4,Running,Negative,-4.69,0.26,7.53,-18.87,112.31,-66.50,358.44,-15.88,-22.19,-2.00,-3.30,-1.19
161,4,Running,Negative,-5.95,2.33,7.41,13.81,118.19,-73.19,359.44,-18.50,-22.25,-2.83,-1.19,-1.18
182,4,Running,Negative,-7.63,4.02,8.69,10.94,118.19,-75.44,0.50,-21.19,-22.31,-4.08,0.55,0.23
204,4,Running,Negative,-8.77,4.25,9.53,-12.44,112.50,-78.56,1.56,-23.81,-22.00,-5.44,0.42,1.82
225,4,Running,Negative,-10.08,3.34,10.38,-32.00,102.00,-82.75,3.19,-27.44,-20.56,-5.95,0.11,2.47
247,4,Running,Negative,-10.55,2.90,10.75,-33.75,89.31,-81.12,4.31,-29.50,-19.50,-5.88,-0.08,3.06
266,4,Running,Negative,-10.37,2.82,11.00,-21.37,76.06,-71.19,5.31,-31.31,-18.69,-5.04,0.16,2.97
286,4,Running,Negative,-9.67,2.63,11.07,-9.94,63.50,-58.81,6.19,-32.69,-18.19,-4.06,-0.08,2.81
307,4,Running,Negative,-9.00,2.25,10.22,7.81,48.00,-46.00,6.94,-33.81,-18.06,-3.20,-0.43,2.13
327,4,Running,Negative,-7.67,1.55,9.24,26.12,36.69,-37.50,7.75,-34.69,-18.37,-1.51,-0.94,1.21
347,4,Running,Negative,-6.55,1.70,8.56,47.00,32.00,-34.38,8.63,-35.50,-19.00,-0.34,-0.49,0.57
367,4,Running,Negative,-5.88,2.36,7.91,55.06,33.94,-36.00,9.63,-36.38,-19.75,0.09,0.03,0.14
387,4,Running,Negative,-5.57,3.01,7.32,54.38,38.06,-38.88,10.63,-37.31,-20.44,0.52,0.84,-0.45
407,4,Running,Negative,-5.34,3.86,6.66,43.31,44.25,-40.75,11.50,-38.44,-20.87,0.85,1.32,-0.72
428,4,Running,Negative,-5.20,4.20,6.37,27.87,52.13,-42.25,12.31,-39.75,-21.00,1.04,1.50,-0.38
447,4,Running,Negative,-5.21,4.05,6.86,10.88,59.69,-41.81,13.00,-41.13,-20.87,1.24,1.38,0.13
468,4,Running,Negative,-5.22,3.89,7.28,1.31,63.88,-38.31,13.56,-42.56,-20.69,1.25,1.36,0.59
487,4,Running,Negative,-5.54,3.86,7.49,0.31,65.94,-35.81,14.06,-44.00,-20.50,1.17,1.24,1.09
508,4,Running,Negative,-5.82,3.66,7.82,2.50,64.87,-35.69,14.56,-45.38,-20.37,1.14,1.19,1.48
528,4,Running,Negative,-5.89,3.49,8.00,8.13,61.31,-35.19,15.19,-46.69,-20.31,1.10,1.08,1.69
548,4,Running,Negative,-6.33,3.86,8.31,21.00,55.75,-32.25,15.81,-47.88,-20.62,0.89,1.94,2.38
568,4,Running,Negative,-6.60,4.87,8.94,33.50,48.81,-25.19,16.44,-48.88,-21.12,0.90,3.17,3.12
588,4,Running,Negative,-6.30,5.31,8.76,20.19,36.63,-21.50,16.87,-49.69,-21.25,1.18,2.95,2.26
608,4,Running,Negative,-6.38,5.34,7.51,-7.94,30.81,-14.63,16.87,-50.31,-20.87,1.95,3.50,0.70
627,4,Running,Negative,-5.66,5.54,6.21,-42.75,25.62,-10.88,16.50,-50.81,-19.87,1.47,3.09,0.58
648,4,Running,Negative,-6.35,4.72,6.25,-72.94,23.00,0.25,15.69,-51.19,-18.69,0.97,2.73,0.53
668,4,Running,Negative,-6.98,3.77,7.37,-96.06,22.81,10.69,14.50,-51.50,-17.19,0.86,-0.13,1.12
688,4,Running,Negative,-6.21,-0.66,5.13,-85.31,16.62,7.63,13.63,-51.81,-16.06,1.52,-2.13,-0.80
708,4,Running,Negative,-6.35,-0.30,5.15,-49.00,29.19,5.81,13.00,-52.38,-15.50,0.57,-1.39,-0.72
729,4,Running,Negative,-7.89,0.17,5.68,-28.44,39.19,2.69,12.69,-53.19,-15.44,-0.81,-1.57,0.43
748,4,Running,Negative,-9.19,0.06,6.69,-8.25,46.31,0.37,12.56,-54.06,-15.63,-1.11,-1.12,1.70
769,4,Running,Negative,-8.97,0.66,7.06,10.44,45.94,-6.25,12.75,-54.94,-16.00,-1.43,-0.23,2.25
788,4,Running,Negative,-10.02,2.11,7.69,18.81,47.69,-15.69,13.19,-55.88,-16.25,-1.94,1.22,1.76
809,4,Running,Negative,-10.14,2.10,6.98,16.00,45.25,-14.31,13.50,-56.81,-16.69,-2.06,0.24,1.50
829,4,Running,Negative,-10.02,1.81,6.82,31.94,43.75,-4.69,13.88,-57.63,-17.69,-1.38,0.60,1.46
849,4,Running,Negative,-9.14,2.28,5.93,38.63,33.81,2.00,14.13,-58.19,-18.75,-0.47,-0.04,1.03
869,4,Running,Negative,-8.22,0.27,6.02,34.31,29.69,4.63,14.38,-58.69,-20.00,0.63,-1.63,1.01
889,4,Running,Negative,-7.66,-0.30,5.66,59.81,28.31,6.44,15.00,-59.19,-21.81,0.51,-2.09,1.24
909,4,Running,Negative,-8.34,0.00,6.43,91.75,30.44,1.31,16.06,-59.69,-24.19,-0.67,-4.26,2.43
930,4,Running,Negative,-9.62,1.02,8.30,157.13,22.06,4.38,17.75,-59.94,-27.56,-0.44,0.65,1.08
949,4,Running,Negative,-8.59,1.85,7.60,146.56,3.25,4.88,19.44,-59.88,-30.81,-0.92,1.00,3.07
969,4,Running,Negative,-9.35,5.41,6.26,175.00,-10.19,14.94,21.19,-59.44,-34.31,-1.16,3.06,3.59
990,4,Running,Negative,-9.87,6.67,7.15,162.56,-28.44,24.69,22.62,-58.63,-37.50,-2.09,3.85,2.80
1009,4,Running,Negative,-11.52,8.47,7.99,141.88,-47.63,36.69,23.62,-57.25,-40.19,-2.88,6.96,2.84
1030,4,Running,Negative,-11.08,9.57,6.65,115.62,-70.19,67.12,23.81,-55.25,-42.69,-3.03,4.87,2.13
1049,4,Running,Negative,-9.59,7.84,3.85,109.06,-76.44,100.44,23.37,-52.81,-45.38,-1.22,4.23,-0.77
1070,4,Running,Negative,-8.24,8.45,3.43,87.94,-70.19,114.50,22.37,-50.25,-47.81,-1.69,3.32,-0.37
1090,4,Running,Negative,-8.58,8.20,3.52,78.56,-54.38,130.25,20.94,-47.63,-50.38,-1.03,3.37,-0.84
1110,4,Running,Negative,-7.97,8.30,3.70,64.50,-46.75,144.50,19.00,-44.88,-52.63,-0.52,1.89,-0.23
1130,4,Running,Negative,-7.09,6.83,3.65,50.38,-38.81,153.00,16.75,-42.00,-54.75,-0.20,0.47,-0.44
1150,4,Running,Negative,-6.62,5.78,4.03,53.88,-29.62,155.69,14.50,-39.19,-57.00,-0.10,-0.66,-0.11
1170,4,Running,Negative,-6.08,5.88,3.71,81.87,-19.69,159.06,12.31,-36.44,-59.75,-0.34,-0.36,-0.36
1191,4,Running,Negative,-5.62,7.56,3.38,101.81,-8.88,163.25,10.00,-33.56,-62.69,-0.04,0.27,-0.47
1210,4,Running,Negative,-5.25,7.46,3.10,98.50,0.19,168.50,7.38,-30.62,-65.50,-0.07,-0.37,-0.39
1231,4,Running,Negative,-4.96,7.48,2.73,99.06,8.38,172.19,4.69,-27.62,-68.25,-0.34,-0.36,-0.45
1250,4,Running,Negative,-4.79,8.09,2.61,100.69,15.44,167.00,1.88,-24.75,-70.94,-0.60,0.48,-0.31
1271,4,Running,Negative,-4.49,9.27,2.45,92.50,21.75,162.56,359.00,-21.87,-73.19,-0.75,0.89,-0.39
1291,4,Running,Negative,-4.20,9.48,2.28,68.69,25.69,158.88,355.94,-19.12,-74.94,-0.72,0.03,-0.18
1310,4,Running,Negative,-3.87,8.78,2.18,47.19,29.06,153.44,352.75,-16.37,-76.19,-1.17,-0.32,0.02
1331,4,Running,Negative,-3.92,9.06,2.42,30.75,31.94,147.81,349.56,-13.81,-77.00,-1.25,0.19,0.75
1350,4,Running,Negative,-3.44,8.89,3.21,14.81,22.94,137.06,346.69,-11.31,-77.50,-1.31,-1.45,1.53
1371,4,Running,Negative,-3.46,8.98,3.29,15.31,20.19,129.56,344.00,-9.00,-77.87,-1.78,-0.11,1.58
1391,4,Running,Negative,-3.54,9.56,3.41,-4.00,13.25,120.50,341.50,-6.81,-77.69,-2.73,-0.43,1.68
1411,4,Running,Negative,-2.74,8.00,2.97,-37.06,-4.44,109.69,339.44,-4.75,-77.00,-1.85,-1.79,0.36
1431,4,Running,Negative,-2.78,7.08,3.52,-39.56,-10.00,97.31,337.81,-2.94,-76.37,-2.01,-1.21,2.12
1451,4,Running,Negative,-2.11,8.02,5.16,-17.81,-23.94,85.00,336.63,-1.25,-76.12,-1.18,-0.99,1.92
1471,4,Running,Negative,-1.39,9.88,3.34,-7.06,-32.94,76.25,335.75,0.25,-75.81,-1.26,-0.71,1.78
1492,4,Running,Negative,-1.17,8.16,4.32,-37.25,-43.88,62.50,335.25,1.63,-75.00,-0.97,-1.77,1.66
1511,4,Running,Negative,-0.19,7.89,3.86,-42.69,-53.13,55.19,335.06,2.88,-74.19,-0.46,0.07,0.99
1532,4,Running,Negative,0.00,9.75,2.83,-67.12,-52.44,48.25,335.00,4.00,-72.62,-0.69,0.14,-0.51
1551,4,Running,Negative,0.79,6.37,2.10,-125.31,-59.63,42.81,335.19,5.19,-70.25,0.50,-3.55,-1.27
1572,4,Running,Negative,1.64,5.19,1.80,-108.69,-53.44,39.06,335.25,6.19,-68.37,0.30,-4.46,-1.30
1592,4,Running,Negative,1.55,5.77,2.33,-67.44,-44.50,30.81,335.31,7.00,-67.31,0.23,-2.39,-1.42
1612,4,Running,Negative,1.30,6.47,2.70,-46.56,-37.44,25.00,335.44,7.75,-66.50,0.03,-1.70,-1.33
1632,4,Running,Negative,1.03,7.48,2.76,-46.38,-39.63,22.87,335.63,8.44,-65.62,-0.20,-2.05,-0.69
1651,4,Running,Negative,1.60,6.74,3.66,-48.00,-44.25,23.06,335.81,9.19,-64.75,-0.04,-0.85,-0.68
1672,4,Running,Negative,1.72,7.97,3.68,-57.50,-50.88,18.25,336.25,9.94,-63.75,0.20,-0.55,-1.09
1692,4,Running,Negative,2.45,7.24,3.09,-66.06,-57.25,16.12,336.81,10.69,-62.69,1.53,-2.81,-1.62
1712,4,Running,Negative,3.80,5.07,2.55,-46.38,-53.75,9.50,337.31,11.31,-62.19,1.53,-3.99,-1.88
1732,4,Running,Negative,4.27,5.02,2.24,1.81,-43.25,1.69,337.69,11.69,-62.63,1.98,-3.08,-1.53
1753,4,Running,Negative,4.95,5.76,4.05,55.38,-28.81,-1.25,337.88,11.81,-64.06,3.22,-2.15,-0.98
1772,4,Running,Negative,4.38,6.97,4.29,102.69,-16.25,-3.94,337.75,11.88,-66.31,2.16,-0.65,0.16
1793,4,Running,Negative,4.27,9.56,3.14,138.63,-8.50,0.94,337.44,12.00,-68.94,2.14,2.33,0.51
1812,4,Running,Negative,3.70,11.93,3.97,114.44,0.75,4.94,336.94,12.13,-70.94,1.43,3.24,1.22
1833,4,Running,Negative,3.25,12.04,4.61,59.19,-1.94,16.44,336.44,12.50,-71.81,0.71,1.82,2.60
1852,4,Running,Negative,2.64,10.36,6.10,12.13,-3.13,33.38,335.81,13.19,-71.81,0.11,0.89,3.56
1873,4,Running,Negative,2.11,9.70,6.75,-24.94,-11.25,40.50,335.31,14.06,-71.19,-0.65,0.67,3.40
1893,4,Running,Negative,1.66,9.83,5.95,-60.31,-23.75,46.13,335.00,15.06,-69.81,-0.86,0.87,2.24
1913,4,Running,Negative,1.64,8.73,4.72,-102.50,-35.25,49.56,334.94,16.25,-67.81,-1.09,-1.10,0.95
1933,4,Running,Negative,1.87,6.38,4.47,-123.06,-43.25,52.63,334.94,17.56,-65.56,-0.98,-2.72,0.52
1954,4,Running,Negative,2.27,4.64,4.37,-105.87,-42.94,50.81,334.88,18.75,-63.81,-0.88,-3.71,-0.17
1973,4,Running,Negative,2.09,4.77,3.54,-70.25,-37.50,45.00,334.75,19.81,-62.69,-1.19,-2.05,-0.95
1993,4,Running,Negative,2.04,7.02,2.86,-45.94,-33.19,38.63,334.63,20.75,-61.88,-1.31,-0.57,-1.66
2013,4,Running,Negative,2.25,8.11,2.23,-45.44,-28.75,37.25,334.44,21.62,-60.94,-0.54,1.81,-2.47
2033,4,Running,Negative,3.46,10.34,1.51,-76.06,-24.37,31.37,334.63,22.31,-59.19,0.39,4.49,-3.85
2054,4,Running,Negative,4.11,12.51,-0.19,-168.38,-16.19,12.25,335.63,22.56,-55.38,1.06,7.35,-8.35
2073,4,Running,Negative,6.07,14.11,-4.96,-338.63,11.13,-8.00,337.31,22.44,-49.31,2.53,4.55,-11.17
2094,4,Running,Negative,6.41,4.41,-3.07,-354.69,37.19,2.13,338.31,21.87,-42.25,0.39,-5.54,-8.40
2114,4,Running,Negative,6.23,-3.09,0.17,-293.06,74.94,23.12,338.38,20.81,-36.81,1.54,-9.37,-5.04
2134,4,Running,Negative,3.48,-6.07,4.36,-131.13,108.37,6.50,337.88,19.06,-34.88,0.00,-9.43,-3.54
2154,4,Running,Negative,2.72,-1.91,3.98,77.87,131.56,4.38,336.63,16.94,-36.63,0.18,-1.61,-4.71
2174,4,Running,Negative,3.14,6.72,2.04,204.50,151.75,-6.31,335.13,14.50,-40.25,0.38,2.43,-5.41
2194,4,Running,Negative,2.45,10.13,1.70,225.63,173.38,-7.13,333.38,11.88,-43.94,-0.52,4.98,-4.27
2215,4,Running,Negative,0.58,11.89,3.57,178.63,189.13,-3.63,331.50,9.25,-46.63,-1.87,5.78,-2.03
2234,4,Running,Negative,-0.30,13.03,5.43,109.69,186.25,-1.06,329.81,6.81,-48.00,-1.66,6.45,-0.28
2255,4,Running,Negative,-1.46,13.57,6.91,27.31,178.69,-0.31,328.25,4.56,-47.94,-2.43,5.21,0.55
2274,4,Running,Negative,-1.79,11.20,8.66,-36.13,166.63,16.19,326.56,2.69,-46.81,-2.63,2.42,2.49
2295,4,Running,Negative,-2.49,8.84,9.50,-60.44,152.56,21.94,324.94,1.06,-45.56,-3.64,-0.69,3.78
2315,4,Running,Negative,-4.04,2.44,11.38,-43.69,133.00,26.50,323.38,-0.25,-45.13,-3.81,-5.03,3.97
2334,4,Running,Negative,-3.12,5.27,10.92,45.69,114.81,24.12,322.06,-1.50,-46.19,-2.93,1.68,4.03
2355,4,Running,Negative,-3.59,9.15,10.07,57.19,95.25,18.25,321.00,-2.44,-47.19,-3.15,1.77,3.21
2374,4,Running,Negative,-3.65,6.15,10.44,23.87,74.69,14.19,320.13,-3.13,-47.88,-1.64,-6.68,3.26
2395,4,Running,Negative,-1.78,1.65,8.08,105.12,54.31,13.56,319.56,-3.63,-50.31,-0.51,-3.62,1.61
2414,4,Running,Negative,-1.05,5.65,7.06,148.19,50.31,-6.75,319.44,-4.38,-53.19,-0.47,0.68,0.86
2435,4,Running,Negative,-1.35,7.66,7.00,126.94,42.63,-14.25,319.44,-5.06,-55.69,-0.43,-0.93,0.42
2455,4,Running,Negative,-0.90,6.56,4.88,128.38,33.00,-19.19,319.69,-5.75,-58.25,0.00,-1.76,-0.09
2475,4,Running,Negative,-0.85,6.20,4.74,146.75,31.62,-29.87,320.13,-6.56,-61.31,0.23,-1.21,-1.05
2495,4,Running,Negative,-0.98,10.10,2.28,173.81,36.88,-32.25,320.63,-7.50,-64.56,0.02,0.88,-1.07
2516,4,Running,Negative,-1.23,9.79,2.97,148.00,33.50,-38.38,321.25,-8.44,-67.50,0.63,2.34,-2.59
2535,4,Running,Negative,-1.38,13.12,1.87,127.50,39.50,-36.31,321.69,-9.31,-69.69,0.11,1.83,0.68
2556,4,Running,Negative,-1.53,9.23,3.91,80.00,27.87,-36.56,322.25,-10.19,-71.31,-0.05,-1.85,0.81
2575,4,Running,Negative,-2.07,7.09,3.65,97.31,21.81,-42.13,323.06,-11.06,-73.31,-0.31,-1.22,0.84
2596,4,Running,Negative,-1.70,8.97,3.47,117.81,9.13,-43.81,324.19,-11.94,-75.62,0.11,1.03,1.12
2615,4,Running,Negative,-2.12,9.28,4.27,107.69,3.56,-41.00,325.31,-12.69,-77.62,0.50,-1.07,1.68
2636,4,Running,Negative,-2.08,9.29,2.76,112.87,-7.44,-40.00,326.63,-13.44,-79.75,0.15,0.13,1.39
2656,4,Running,Negative,-2.01,10.60,2.05,121.44,-12.50,-37.00,328.06,-14.06,-81.87,0.57,2.20,0.29
2675,4,Running,Negative,-2.13,13.16,1.76,79.81,-15.38,-35.06,329.25,-14.69,-82.94,0.59,4.18,0.10
2696,4,Running,Negative,-2.87,12.62,1.50,0.06,-22.00,-37.56,330.31,-15.38,-82.44,-0.48,3.07,1.42
2716,4,Running,Negative,-3.19,10.30,1.92,-58.94,-31.56,-41.69,331.44,-16.12,-80.81,0.04,0.29,0.85
2736,4,Running,Negative,-3.46,9.76,2.71,-106.81,-36.31,-54.00,332.56,-17.06,-78.31,-1.88,1.09,1.71
2756,4,Running,Negative,-5.02,11.65,2.33,-136.69,-45.13,-59.13,333.69,-18.00,-75.06,-2.04,4.53,-0.27
2777,4,Running,Negative,-4.60,13.22,1.62,-209.94,-48.50,-66.37,334.50,-18.94,-70.19,-1.17,3.52,-3.78
2796,4,Running,Negative,-4.01,10.05,-0.48,-299.94,-31.87,-74.06,335.00,-20.00,-64.06,-0.43,-0.91,-4.20
2817,4,Running,Negative,-3.38,4.87,0.32,-292.06,-18.62,-77.56,335.31,-21.19,-58.13,0.25,-3.40,-3.17
2836,4,Running,Negative,-3.37,4.00,2.21,-272.44,9.19,-90.56,335.69,-22.69,-52.50,0.41,-3.41,-2.85
2857,4,Running,Negative,-4.02,3.01,4.33,-263.50,17.25,-90.94,336.00,-24.31,-47.19,-0.52,-3.72,-1.16
2877,4,Running,Negative,-5.04,2.78,5.39,-229.19,27.31,-87.75,336.38,-25.87,-42.56,-0.81,-3.20,-0.65
2897,4,Running,Negative,-4.51,3.05,5.24,-193.50,29.87,-86.94,336.88,-27.44,-38.50,0.40,-3.20,-1.84
2917,4,Running,Negative,-3.95,1.93,5.00,-164.38,39.63,-92.56,337.69,-29.19,-34.94,0.77,-2.80,-1.80
2937,4,Running,Negative,-4.22,2.00,5.62,-113.56,57.94,-109.62,338.75,-31.25,-31.87,0.46,-2.12,-1.12
2957,4,Running,Negative,-5.11,2.76,6.08,-94.00,63.31,-111.69,340.06,-33.44,-29.37,-0.36,-0.79,-0.35
2978,4,Running,Negative,-6.01,3.45,7.06,-72.69,71.19,-110.56,341.44,-35.69,-27.00,-0.32,-0.35,0.27
2997,4,Running,Negative,-6.29,2.43,7.47,-65.00,73.62,-109.06,342.88,-37.88,-24.87,-0.28,-1.18,0.58
3017,4,Running,Negative,-6.36,1.77,7.74,-45.81,75.87,-107.25,344.38,-40.06,-23.12,-0.13,-1.34,0.90
3037,4,Running,Negative,-6.69,1.98,7.57,-13.00,78.12,-103.25,346.00,-42.25,-21.87,-0.07,-0.53,0.44
3057,4,Running,Negative,-6.47,2.21,7.17,-0.81,79.00,-100.31,347.75,-44.38,-20.69,-0.39,-0.63,1.35
3078,4,Running,Negative,-7.55,1.98,8.13,5.44,79.56,-98.69,349.44,-46.44,-19.56,-0.78,-0.01,1.89
3097,4,Running,Negative,-8.07,2.56,8.18,18.37,75.69,-93.94,351.25,-48.38,-18.62,-1.30,0.64,1.81
3118,4,Running,Negative,-8.56,2.59,7.84,22.31,68.69,-87.56,352.94,-50.13,-17.81,-1.01,0.41,1.41
3137,4,Running,Negative,-8.51,1.95,7.73,31.19,64.50,-77.19,354.56,-51.75,-17.19,-1.12,0.35,1.61
3158,4,Running,Negative,-8.63,2.25,7.71,41.06,59.25,-69.56,356.19,-53.25,-16.87,-0.88,0.55,2.19
3177,4,Running,Negative,-8.70,2.39,7.42,53.63,54.38,-58.25,357.69,-54.50,-16.94,-0.59,0.48,2.16
3198,4,Running,Negative,-8.43,2.14,7.50,63.44,48.63,-47.75,359.13,-55.56,-17.44,-0.09,0.65,2.00
3218,4,Running,Negative,-7.82,2.49,7.14,72.12,43.19,-36.81,0.50,-56.56,-18.25,0.45,0.87,2.01
3238,4,Running,Negative,-7.75,2.71,7.15,71.75,39.19,-27.75,1.63,-57.44,-19.25,0.43,1.20,2.21
3258,4,Running,Negative,-8.04,3.45,7.00,62.81,33.81,-21.25,2.63,-58.13,-20.12,0.23,1.85,2.07
3279,4,Running,Negative,-8.14,3.68,6.97,38.94,27.50,-19.06,3.25,-58.75,-20.44,0.00,1.71,2.22
3298,4,Running,Negative,-8.49,3.36,7.02,15.19,20.06,-19.37,3.75,-59.19,-20.25,-0.17,1.49,2.15
3319,4,Running,Negative,-8.49,2.89,6.65,-0.50,10.69,-18.69,4.06,-59.50,-19.81,0.21,0.54,1.49
3338,4,Running,Negative,-8.16,1.68,5.97,-2.88,4.88,-16.75,4.31,-59.69,-19.31,0.19,-0.34,1.15
3358,4,Running,Negative,-8.76,1.19,5.82,10.94,4.06,-15.56,4.81,-59.81,-19.25,-0.56,0.00,1.19
3378,4,Running,Negative,-9.02,1.92,5.92,34.25,4.06,-13.88,5.50,-60.00,-19.62,-0.19,0.67,1.14
3398,4,Running,Negative,-8.64,2.53,5.51,45.88,4.88,-10.13,6.19,-60.13,-20.25,-0.04,0.88,0.67
3419,4,Running,Negative,-8.58,2.55,4.98,49.31,7.88,-5.38,6.81,-60.38,-21.19,-0.16,0.60,0.64
3438,4,Running,Negative,-8.75,2.34,5.16,51.88,12.50,-3.31,7.50,-60.63,-22.31,-0.11,0.82,0.53
3459,4,Running,Negative,-8.54,2.81,4.98,53.50,15.19,0.50,8.00,-60.88,-23.56,0.14,1.29,0.44
3478,4,Running,Negative,-8.42,3.33,4.81,42.56,19.12,1.31,8.38,-61.25,-24.62,0.12,1.48,0.47
3499,4,Running,Negative,-8.53,3.42,4.68,23.25,22.81,1.94,8.50,-61.63,-25.37,-0.16,0.92,0.50
3519,4,Running,Negative,-8.88,2.80,4.73,6.25,26.00,2.25,8.44,-62.06,-25.94,-0.28,0.67,0.53
3539,4,Running,Negative,-9.08,2.25,4.64,-5.25,27.81,-0.63,8.31,-62.56,-26.19,-0.46,0.07,0.64
3559,4,Running,Negative,-9.02,2.04,4.66,-10.25,28.62,-2.88,8.13,-63.13,-26.37,-0.51,0.04,0.55
3579,4,Running,Negative,-9.13,1.32,4.73,-11.44,27.37,-3.25,8.00,-63.56,-26.56,-0.09,-0.53,0.80
3599,4,Running,Negative,-8.73,1.52,4.48,-2.63,24.06,-2.94,8.00,-64.00,-26.87,0.14,-0.13,0.65
3620,4,Running,Negative,-8.84,2.14,4.45,1.12,18.75,1.37,7.88,-64.25,-27.31,-0.02,0.42,0.41
3639,4,Running,Negative,-8.92,2.45,4.11,-2.75,13.19,7.69,7.63,-64.37,-27.75,-0.24,-0.07,0.76
3660,4,Running,Negative,-9.26,2.41,4.13,-4.69,9.19,12.00,7.25,-64.44,-28.25,-0.62,0.45,0.18
3679,4,Running,Negative,-9.56,2.41,4.12,-11.94,7.69,15.44,6.75,-64.44,-28.69,-1.26,0.06,0.57
3699,4,Running,Negative,-10.30,2.09,4.36,-17.12,9.69,14.31,6.25,-64.50,-29.06,-1.61,0.28,0.72
3720,4,Running,Negative,-10.37,2.65,4.29,-20.50,10.38,14.13,5.63,-64.50,-29.31,-1.41,0.35,0.58
3739,4,Running,Negative,-10.21,2.44,4.13,-30.37,11.00,12.00,5.00,-64.62,-29.25,-1.27,0.79,0.52
3760,4,Running,Negative,-10.26,2.22,4.27,-42.56,11.50,10.38,4.19,-64.69,-29.00,-1.11,0.19,0.42
3780,4,Running,Negative,-9.77,2.47,3.77,-47.50,10.25,8.38,3.38,-64.81,-28.56,-0.67,0.12,0.03
3800,4,Running,Negative,-9.52,1.77,4.38,-46.25,16.62,10.94,2.63,-64.94,-28.25,-0.10,-1.06,0.37
3820,4,Running,Negative,-8.65,1.61,4.06,-34.69,10.88,1.81,2.13,-65.19,-27.94,-0.32,-0.79,0.79
3840,4,Running,Negative,-9.09,0.85,4.15,-22.44,13.88,2.44,1.75,-65.37,-27.94,0.04,-0.82,0.56
3860,4,Running,Negative,-8.66,1.56,4.22,-9.75,11.00,1.31,1.63,-65.56,-28.06,0.16,-0.14,0.60
3880,4,Running,Negative,-8.78,1.25,4.12,-4.38,9.81,-0.44,1.56,-65.69,-28.19,0.16,0.14,0.69
3900,4,Running,Negative,-8.39,1.87,4.04,-4.06,4.88,-0.69,1.50,-65.81,-28.19,0.50,-0.52,0.42
3920,4,Running,Negative,-8.59,1.36,4.07,-3.00,3.75,0.06,1.50,-65.81,-28.19,0.36,-0.42,0.51
3940,4,Running,Negative,-8.26,1.52,3.85,2.81,-0.37,-2.00,1.56,-65.87,-28.19,0.63,-0.44,0.36
3961,4,Running,Negative,-8.48,1.43,3.95,4.94,-0.12,-2.94,1.75,-65.81,-27.94,0.47,-0.37,0.29
3980,4,Running,Negative,-8.41,1.51,3.90,7.38,-0.50,-7.38,2.06,-65.81,-27.44,0.52,-0.44,0.36
4001,4,Running,Negative,-8.48,1.56,3.87,10.75,1.19,-11.44,2.50,-65.87,-26.94,0.33,-0.22,0.28
4021,4,Running,Negative,-8.77,1.61,3.79,12.25,3.38,-15.06,3.00,-66.06,-26.56,0.15,-0.05,0.20
4040,4,Running,Negative,-8.86,1.79,3.73,12.31,4.81,-19.94,3.50,-66.31,-26.06,-0.13,0.05,0.22
4061,4,Running,Negative,-9.13,1.76,3.75,10.69,6.31,-23.62,4.13,-66.69,-25.44,-0.15,0.08,0.19
4080,4,Running,Negative,-9.26,1.94,3.53,11.50,7.75,-27.31,4.81,-67.06,-24.62,-0.26,0.57,0.05
4101,4,Running,Negative,-9.34,2.44,3.49,9.00,9.81,-29.19,5.44,-67.44,-23.75,-0.31,1.12,0.06
4121,4,Running,Negative,-9.18,2.70,3.45,-3.50,13.06,-29.00,5.88,-67.94,-22.62,0.01,1.17,-0.03
4141,4,Running,Negative,-9.08,2.37,3.37,-19.00,17.25,-28.81,6.06,-68.50,-21.25,-0.12,0.83,0.01
4161,4,Running,Negative,-9.59,1.60,3.65,-27.25,23.87,-28.12,6.19,-69.12,-19.81,-0.42,0.63,0.41
4182,4,Running,Negative,-9.42,1.99,3.60,-28.12,27.56,-28.87,6.31,-69.81,-18.31,-0.02,0.60,0.39
4201,4,Running,Negative,-9.42,1.00,3.89,-40.13,31.12,-28.94,6.31,-70.56,-16.56,-0.45,-0.31,0.91
4222,4,Running,Negative,-9.91,0.62,4.04,-30.37,32.44,-29.44,6.44,-71.31,-14.94,-0.84,0.05,1.13
4242,4,Running,Negative,-10.24,0.92,4.22,-21.44,28.75,-29.87,6.69,-72.00,-13.19,-1.04,0.13,1.33
4262,4,Running,Negative,-10.36,0.58,4.24,-20.87,23.00,-30.62,7.00,-72.50,-11.25,-0.83,-0.27,1.33
